antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'dessert'}),frozenset({'yogurt'}),0.03711235383833249,0.13950177935943062,0.009862735129639044,0.2657534246575342,1.905018171652222,0.004685495732974867,1.1719472034843574
frozenset({'brown bread'}),frozenset({'citrus fruit'}),0.06487036095577021,0.08276563294356888,0.008337569903406202,0.12852664576802506,1.5528987237451186,0.0029685334196241017,1.0525099391762645
frozenset({'root vegetables'}),frozenset({'butter'}),0.10899847483477376,0.05541433655312659,0.012913065582104729,0.11847014925373135,2.1378970970833904,0.006872987413833077,1.0715299801217442
frozenset({'sausage'}),frozenset({'newspapers'}),0.09395017793594305,0.07981698017285206,0.008032536858159633,0.0854978354978355,1.071173518625748,0.0005337173686105435,1.0062119648760766
frozenset({'shopping bags'}),frozenset({'rolls/buns'}),0.09852567361464158,0.18393492628368074,0.019522114895780377,0.19814241486068113,1.077241929328247,0.0013998023824212877,1.0177182193450625
frozenset({'other vegetables'}),frozenset({'cream cheese '}),0.1934926283680732,0.03965429588205389,0.013726487036095577,0.07094062007356805,1.7889769190347227,0.006053673099791709,1.0336752686292145
"frozenset({'whole milk', 'other vegetables'})",frozenset({'soda'}),0.07483477376715811,0.17437722419928825,0.013929842399593289,0.18614130434782608,1.0674633984028394,0.0008803622764945434,1.0144546961424439
"frozenset({'whole milk', 'other vegetables'})",frozenset({'brown bread'}),0.07483477376715811,0.06487036095577021,0.009354346720894764,0.125,1.9269200626959246,0.004499787934575813,1.0687195874791198
frozenset({'root vegetables'}),frozenset({'shopping bags'}),0.10899847483477376,0.09852567361464158,0.012811387900355872,0.11753731343283583,1.1929612772053049,0.0020722397442912276,1.0215438455445076
frozenset({'root vegetables'}),frozenset({'pip fruit'}),0.10899847483477376,0.07564819522114896,0.015556685307574987,0.14272388059701493,1.8866792549350024,0.0073111474044665285,1.0782428016571581
"frozenset({'root vegetables', 'whole milk'})",frozenset({'sausage'}),0.048906964921199794,0.09395017793594305,0.007727503812913066,0.158004158004158,1.681786681786682,0.00313268575625942,1.0760739862044726
frozenset({'canned beer'}),frozenset({'soda'}),0.07768174885612608,0.17437722419928825,0.013828164717844434,0.17801047120418848,1.0208355593546319,0.0002822369813669321,1.0044200648276174
frozenset({'citrus fruit'}),frozenset({'butter'}),0.08276563294356888,0.05541433655312659,0.009150991357397052,0.11056511056511058,1.9952437842346102,0.0045645887184295846,1.0620065332123687
frozenset({'other vegetables'}),frozenset({'citrus fruit'}),0.1934926283680732,0.08276563294356888,0.02887646161667514,0.14923804519180242,1.803140263466065,0.01286192175987681,1.078132798337485
frozenset({'tropical fruit'}),frozenset({'beef'}),0.10493136756481952,0.05246568378240976,0.007625826131164209,0.07267441860465117,1.385180052280512,0.00212053018165258,1.0217924914697525
frozenset({'curd'}),frozenset({'sausage'}),0.05327910523640061,0.09395017793594305,0.007625826131164209,0.14312977099236643,1.523464607911173,0.0026202447139365365,1.0573944471304362
frozenset({'whole milk'}),frozenset({'newspapers'}),0.25551601423487547,0.07981698017285206,0.027351296390442297,0.10704337445284519,1.3411103028582578,0.0069567797484110586,1.0304901643607944
frozenset({'hard cheese'}),frozenset({'other vegetables'}),0.024504321301474327,0.1934926283680732,0.00945602440264362,0.38589211618257263,1.9943504795878098,0.0047146188676455885,1.313299165968205
frozenset({'root vegetables'}),frozenset({'sausage'}),0.10899847483477376,0.09395017793594305,0.01494661921708185,0.13712686567164178,1.4595700474898237,0.004706193111608444,1.0500382802731556
frozenset({'citrus fruit'}),frozenset({'napkins'}),0.08276563294356888,0.05236400610066091,0.007625826131164209,0.09213759213759214,1.7595596479091624,0.003291886022782107,1.043810147542709
"frozenset({'root vegetables', 'whole milk'})",frozenset({'domestic eggs'}),0.048906964921199794,0.06344687341128623,0.008540925266903915,0.17463617463617465,2.7524788101711177,0.005437931254618335,1.1347155009802805
frozenset({'long life bakery product'}),frozenset({'yogurt'}),0.037417386883579054,0.13950177935943062,0.008744280630401627,0.23369565217391305,1.6752162821650398,0.003524488581162128,1.1229196638146437
frozenset({'tropical fruit'}),frozenset({'other vegetables'}),0.10493136756481952,0.1934926283680732,0.035892221657346214,0.34205426356589147,1.7677896385551983,0.015588775548972898,1.2257961819206897
"frozenset({'whole milk', 'margarine'})",frozenset({'rolls/buns'}),0.024199288256227757,0.18393492628368074,0.007930859176410779,0.32773109243697485,1.7817773875719445,0.0034797648748839845,1.213896797153025
"frozenset({'whole milk', 'other vegetables'})",frozenset({'yogurt'}),0.07483477376715811,0.13950177935943062,0.02226741230299949,0.2975543478260869,2.132978870896184,0.011827828204520493,1.225003269615975
frozenset({'shopping bags'}),frozenset({'yogurt'}),0.09852567361464158,0.13950177935943062,0.015251652262328419,0.15479876160990713,1.109654388071018,0.0015071454804994142,1.0180986273512964
"frozenset({'sausage', 'soda'})",frozenset({'rolls/buns'}),0.024300965937976614,0.18393492628368074,0.009659379766141332,0.39748953974895396,2.1610335121232516,0.005189583387717367,1.354441337626391
frozenset({'frankfurter'}),frozenset({'yogurt'}),0.058973055414336555,0.13950177935943062,0.011184544992374174,0.1896551724137931,1.359517945109078,0.0029576988278119196,1.0618914212160218
frozenset({'curd'}),frozenset({'whole milk'}),0.05327910523640061,0.25551601423487547,0.026131164209456024,0.4904580152671756,1.9194805332879712,0.012517499597450459,1.4610846761832408
"frozenset({'whole milk', 'whipped/sour cream'})",frozenset({'rolls/buns'}),0.032231825114387394,0.18393492628368074,0.007829181494661922,0.24290220820189273,1.3205877377919375,0.0019006231182585867,1.0778859515336385
frozenset({'napkins'}),frozenset({'rolls/buns'}),0.05236400610066091,0.18393492628368074,0.011692933401118455,0.22330097087378642,1.2140215857068486,0.002061363799075183,1.0506837824097612
frozenset({'frankfurter'}),frozenset({'soda'}),0.058973055414336555,0.17437722419928825,0.01128622267412303,0.19137931034482758,1.0975017593244194,0.0010026649684202159,1.0210260340392596
frozenset({'frozen meals'}),frozenset({'other vegetables'}),0.02836807320793086,0.1934926283680732,0.0075241484494153535,0.26523297491039427,1.3707652697024317,0.002035135402674893,1.0976368618795491
frozenset({'root vegetables'}),frozenset({'whole milk'}),0.10899847483477376,0.25551601423487547,0.048906964921199794,0.44869402985074625,1.7560309524799398,0.021056109073738026,1.3504007322169433
frozenset({'soda'}),frozenset({'rolls/buns'}),0.17437722419928825,0.18393492628368074,0.03833248601931876,0.21982507288629738,1.1951241524802292,0.006258424140669808,1.0460026916468517
frozenset({'root vegetables'}),frozenset({'cream cheese '}),0.10899847483477376,0.03965429588205389,0.0075241484494153535,0.06902985074626866,1.7407912361270572,0.00320189067762463,1.0315537022188759
frozenset({'tropical fruit'}),frozenset({'brown bread'}),0.10493136756481952,0.06487036095577021,0.010676156583629894,0.10174418604651163,1.56842330684552,0.0038692208941174524,1.0410504719456797
frozenset({'whole milk'}),frozenset({'soft cheese'}),0.25551601423487547,0.01708185053380783,0.0075241484494153535,0.029446876243533624,1.7238692134235307,0.0031594620852608965,1.012740184341345
"frozenset({'whole milk', 'other vegetables'})",frozenset({'sausage'}),0.07483477376715811,0.09395017793594305,0.010167768174885612,0.1358695652173913,1.446187417654809,0.0031370278636650636,1.048510485910607
frozenset({'coffee'}),frozenset({'rolls/buns'}),0.05805795627859685,0.18393492628368074,0.010981189628876462,0.18914185639229422,1.0283085448414668,0.0003023037205915919,1.0064215055983117
"frozenset({'root vegetables', 'pip fruit'})",frozenset({'other vegetables'}),0.015556685307574987,0.1934926283680732,0.00813421453990849,0.5228758169934641,2.7023035523545555,0.005124110611050819,1.6903510665710246
frozenset({'root vegetables'}),frozenset({'citrus fruit'}),0.10899847483477376,0.08276563294356888,0.017691916624300967,0.16231343283582092,1.961121144889802,0.008670588864717253,1.094961293412577
frozenset({'dessert'}),frozenset({'other vegetables'}),0.03711235383833249,0.1934926283680732,0.011591255719369599,0.31232876712328766,1.6141636493208271,0.004410288830264696,1.1728095244846743
frozenset({'other vegetables'}),frozenset({'UHT-milk'}),0.1934926283680732,0.03345195729537367,0.00813421453990849,0.04203888596952181,1.256694357174003,0.001661507398770098,1.0089637549461896
frozenset({'tropical fruit'}),frozenset({'butter'}),0.10493136756481952,0.05541433655312659,0.0099644128113879,0.09496124031007752,1.7136583457791055,0.00414971069417116,1.043696364750721
frozenset({'root vegetables'}),frozenset({'white bread'}),0.10899847483477376,0.042094560244026434,0.007930859176410779,0.07276119402985076,1.7285177373999572,0.003342616310971395,1.0330730698374282
"frozenset({'beef', 'whole milk'})",frozenset({'other vegetables'}),0.02125063548551093,0.1934926283680732,0.009252669039145907,0.43540669856459324,2.2502495430282576,0.005140827724562551,1.428474920941294
frozenset({'bottled water'}),frozenset({'rolls/buns'}),0.11052364006100661,0.18393492628368074,0.024199288256227757,0.21895124195032198,1.1903733911450616,0.003870130669002443,1.0448324324259588
"frozenset({'whole milk', 'yogurt'})",frozenset({'butter'}),0.05602440264361973,0.05541433655312659,0.009354346720894764,0.16696914700544463,3.0131037812817394,0.006249791617613345,1.1339143803033274
"frozenset({'root vegetables', 'other vegetables'})",frozenset({'tropical fruit'}),0.047381799694966954,0.10493136756481952,0.012302999491611592,0.25965665236051505,2.4745379612070404,0.007331162451936361,1.20899125424578
frozenset({'tropical fruit'}),frozenset({'pip fruit'}),0.10493136756481952,0.07564819522114896,0.02043721403152008,0.1947674418604651,2.5746475681420353,0.012499345453154474,1.147931483191064
frozenset({'yogurt'}),frozenset({'white bread'}),0.13950177935943062,0.042094560244026434,0.009049313675648195,0.06486880466472303,1.5410258306221039,0.0031770476202537595,1.024354063402335
frozenset({'whipped/sour cream'}),frozenset({'shopping bags'}),0.07168276563294357,0.09852567361464158,0.007930859176410779,0.11063829787234043,1.1229387611707617,0.0008682664058645342,1.0136194578974127
frozenset({'whole milk'}),frozenset({'onions'}),0.25551601423487547,0.031011692933401117,0.012099644128113879,0.047353760445682444,1.5269647015845471,0.0041756599550953725,1.017154392505582
frozenset({'frozen vegetables'}),frozenset({'rolls/buns'}),0.04809354346720895,0.18393492628368074,0.010167768174885612,0.2114164904862579,1.1494091674584557,0.0013216858025235385,1.0348492757850376
frozenset({'hygiene articles'}),frozenset({'whole milk'}),0.03294356888662939,0.25551601423487547,0.012811387900355872,0.38888888888888884,1.5219746208604144,0.004393778483772277,1.2182465221611127
frozenset({'sausage'}),frozenset({'bottled beer'}),0.09395017793594305,0.08052872394509406,0.007829181494661922,0.08333333333333334,1.0348274410774412,0.00026349355106589697,1.0030595738780792
frozenset({'whole milk'}),frozenset({'pastry'}),0.25551601423487547,0.08896797153024912,0.033248601931875954,0.1301233585356148,1.4625865499403103,0.010515860451904824,1.0473117509352625
frozenset({'other vegetables'}),frozenset({'sausage'}),0.1934926283680732,0.09395017793594305,0.026944585663446874,0.13925380977404098,1.4822091116100575,0.008765918798973094,1.052632973985287
frozenset({'butter milk'}),frozenset({'rolls/buns'}),0.027961362480935434,0.18393492628368074,0.007625826131164209,0.2727272727272727,1.482737826021408,0.002482754984442074,1.122089476359939
"frozenset({'whole milk', 'other vegetables'})",frozenset({'domestic eggs'}),0.07483477376715811,0.06344687341128623,0.012302999491611592,0.1644021739130435,2.5911784942865106,0.007554967073644468,1.1208180506817778
frozenset({'yogurt'}),frozenset({'napkins'}),0.13950177935943062,0.05236400610066091,0.012302999491611592,0.08819241982507288,1.6842183475331878,0.0049981274661813156,1.0392938318384437
frozenset({'whole milk'}),frozenset({'beef'}),0.25551601423487547,0.05246568378240976,0.02125063548551093,0.08316752884998009,1.5851795469758803,0.007844813081322243,1.0334868648675366
frozenset({'soda'}),frozenset({'napkins'}),0.17437722419928825,0.05236400610066091,0.011997966446365024,0.06880466472303208,1.3139686942738262,0.002866876414577179,1.0176554349012938
frozenset({'long life bakery product'}),frozenset({'other vegetables'}),0.037417386883579054,0.1934926283680732,0.010676156583629894,0.28532608695652173,1.474609598117389,0.0034361680488611147,1.128497006694103
frozenset({'pastry'}),frozenset({'whipped/sour cream'}),0.08896797153024912,0.07168276563294357,0.0075241484494153535,0.08457142857142858,1.1798014184397163,0.00114667819737411,1.0140793758691315
frozenset({'pork'}),frozenset({'yogurt'}),0.05765124555160142,0.13950177935943062,0.009557702084392475,0.1657848324514991,1.188406579563042,0.0015152507476566181,1.0315063236854183
frozenset({'whole milk'}),frozenset({'baking powder'}),0.25551601423487547,0.017691916624300967,0.009252669039145907,0.0362116991643454,2.0467934556398677,0.004732101019128791,1.0192156125198728
frozenset({'frankfurter'}),frozenset({'pastry'}),0.058973055414336555,0.08896797153024912,0.008337569903406202,0.14137931034482756,1.5891034482758617,0.003090856788251704,1.0610413182981033
frozenset({'detergent'}),frozenset({'whole milk'}),0.019217081850533807,0.25551601423487547,0.008947635993899338,0.4656084656084656,1.8222281174927413,0.004037363834225575,1.3931433000951339
frozenset({'brown bread'}),frozenset({'sausage'}),0.06487036095577021,0.09395017793594305,0.010676156583629894,0.164576802507837,1.75174551154175,0.004581574629066429,1.0845399371048186
frozenset({'whole milk'}),frozenset({'other vegetables'}),0.25551601423487547,0.1934926283680732,0.07483477376715811,0.2928770393951452,1.5136340948246205,0.025394308582718045,1.140547566072612
"frozenset({'tropical fruit', 'whole milk'})",frozenset({'whipped/sour cream'}),0.04229791560752415,0.07168276563294357,0.007930859176410779,0.18750000000000003,2.6156914893617027,0.0048988276051546,1.1425442884517618
frozenset({'tropical fruit'}),frozenset({'whole milk'}),0.10493136756481952,0.25551601423487547,0.04229791560752415,0.40310077519379844,1.5775949558420244,0.015486270799146773,1.2472523917363776
frozenset({'fruit/vegetable juice'}),frozenset({'yogurt'}),0.0722928317234367,0.13950177935943062,0.018708693441789527,0.2587904360056259,1.8551049111627773,0.008623714781438214,1.1609378270881305
frozenset({'yogurt'}),frozenset({'domestic eggs'}),0.13950177935943062,0.06344687341128623,0.014336553126588714,0.10276967930029153,1.6197753139717421,0.005485601390921737,1.043826880324708
frozenset({'pip fruit'}),frozenset({'shopping bags'}),0.07564819522114896,0.09852567361464158,0.009354346720894764,0.12365591397849461,1.2550628627229046,0.001901057328999152,1.0286762252004704
"frozenset({'root vegetables', 'whole milk'})",frozenset({'tropical fruit'}),0.048906964921199794,0.10493136756481952,0.011997966446365024,0.24532224532224534,2.337930506535158,0.006866091733738873,1.186027581821823
frozenset({'fruit/vegetable juice'}),frozenset({'brown bread'}),0.0722928317234367,0.06487036095577021,0.008337569903406202,0.11533052039381153,1.7778615487039753,0.0036479078149921074,1.0570384314156556
frozenset({'onions'}),frozenset({'other vegetables'}),0.031011692933401117,0.1934926283680732,0.014234875444839857,0.45901639344262296,2.372268118501417,0.008234341469012472,1.4908166566529557
"frozenset({'whole milk', 'pastry'})",frozenset({'yogurt'}),0.033248601931875954,0.13950177935943062,0.009150991357397052,0.27522935779816515,1.972945141359296,0.004512752226686954,1.1872696968331906
frozenset({'sausage'}),frozenset({'butter'}),0.09395017793594305,0.05541433655312659,0.00864260294865277,0.09199134199134198,1.6600639421740337,0.0034364161692842935,1.040282661531479
frozenset({'whole milk'}),frozenset({'brown bread'}),0.25551601423487547,0.06487036095577021,0.02521606507371632,0.09868682849184242,1.5212930379581036,0.00864064900032023,1.0375191094561365
frozenset({'bottled water'}),frozenset({'soda'}),0.11052364006100661,0.17437722419928825,0.028978139298423997,0.2621895124195032,1.5035765916302124,0.009705333736184412,1.1190174031114386
frozenset({'pip fruit'}),frozenset({'domestic eggs'}),0.07564819522114896,0.06344687341128623,0.00864260294865277,0.11424731182795697,1.8006767817755716,0.0038429614826642642,1.0573528470136617
frozenset({'whole milk'}),frozenset({'waffles'}),0.25551601423487547,0.038434163701067614,0.012709710218607015,0.049741345005968954,1.2941961061738219,0.002889165899259489,1.0118990563732064
frozenset({'pip fruit'}),frozenset({'sausage'}),0.07564819522114896,0.09395017793594305,0.010777834265378749,0.14247311827956988,1.5164752362333007,0.003670672863818846,1.0565847454790882
frozenset({'other vegetables'}),frozenset({'white bread'}),0.1934926283680732,0.042094560244026434,0.013726487036095577,0.07094062007356805,1.685268112134159,0.005581499934480701,1.031048671864037
"frozenset({'tropical fruit', 'pip fruit'})",frozenset({'other vegetables'}),0.02043721403152008,0.1934926283680732,0.00945602440264362,0.46268656716417916,2.3912361471674735,0.005501574143163934,1.500999830537197
"frozenset({'whole milk', 'whipped/sour cream'})",frozenset({'yogurt'}),0.032231825114387394,0.13950177935943062,0.010879511947127605,0.3375394321766561,2.419606643919397,0.00638311499166858,1.2989425521098117
frozenset({'tropical fruit'}),frozenset({'white bread'}),0.10493136756481952,0.042094560244026434,0.008744280630401627,0.08333333333333333,1.979669887278583,0.00432724085695625,1.044987752461062
frozenset({'tropical fruit'}),frozenset({'citrus fruit'}),0.10493136756481952,0.08276563294356888,0.0199288256227758,0.18992248062015504,2.2947022074929055,0.011244114570639238,1.1322797449787523
frozenset({'fruit/vegetable juice'}),frozenset({'butter'}),0.0722928317234367,0.05541433655312659,0.008032536858159633,0.1111111111111111,2.0050968399592253,0.004026477550658565,1.0626588713777327
frozenset({'pip fruit'}),frozenset({'bottled water'}),0.07564819522114896,0.11052364006100661,0.010574478901881037,0.13978494623655913,1.2647515604752153,0.002213565001994008,1.03401626842908
frozenset({'soda'}),frozenset({'frozen vegetables'}),0.17437722419928825,0.04809354346720895,0.00864260294865277,0.04956268221574344,1.030547525564137,0.0002561843369330609,1.001545750278366
frozenset({'berries'}),frozenset({'yogurt'}),0.033248601931875954,0.13950177935943062,0.010574478901881037,0.3180428134556575,2.279847718904075,0.005936239771170939,1.2618068078451397
frozenset({'margarine'}),frozenset({'rolls/buns'}),0.05856634468734113,0.18393492628368074,0.014743263853584139,0.2517361111111111,1.3686150651065658,0.003970867560813411,1.090611328214849
"frozenset({'whole milk', 'pastry'})",frozenset({'other vegetables'}),0.033248601931875954,0.1934926283680732,0.010574478901881037,0.3180428134556575,1.6436947295514406,0.004141119524518562,1.182636370061166
frozenset({'yogurt'}),frozenset({'sliced cheese'}),0.13950177935943062,0.024504321301474327,0.008032536858159633,0.057580174927113696,2.3497967651791005,0.004614140434608767,1.0350967294465407
frozenset({'whole milk'}),frozenset({'butter'}),0.25551601423487547,0.05541433655312659,0.02755465175394001,0.1078392359729407,1.9460530014566455,0.013395401346415137,1.0587617182167677
"frozenset({'curd', 'whole milk'})",frozenset({'other vegetables'}),0.026131164209456024,0.1934926283680732,0.009862735129639044,0.377431906614786,1.9506268006076826,0.004806547484433673,1.2954524656837823
frozenset({'whole milk'}),frozenset({'whipped/sour cream'}),0.25551601423487547,0.07168276563294357,0.032231825114387394,0.12614405093513728,1.7597542424781207,0.013915730550524943,1.0623229553572007
frozenset({'chocolate'}),frozenset({'rolls/buns'}),0.04961870869344179,0.18393492628368074,0.01179461108286731,0.2377049180327869,1.2923316024612819,0.0026679975570476668,1.0705369784235588
frozenset({'whipped/sour cream'}),frozenset({'pork'}),0.07168276563294357,0.05765124555160142,0.008235892221657347,0.11489361702127661,1.99290780141844,0.004103291498334622,1.0646728716123735
"frozenset({'root vegetables', 'whole milk'})",frozenset({'other vegetables'}),0.048906964921199794,0.1934926283680732,0.023182511438739197,0.47401247401247404,2.4497701954349353,0.013719374250631092,1.5333203389523984
frozenset({'whole milk'}),frozenset({'pip fruit'}),0.25551601423487547,0.07564819522114896,0.030096593797661414,0.1177875049741345,1.5570431605115762,0.010767268470691677,1.0477654873293878
"frozenset({'other vegetables', 'soda'})",frozenset({'rolls/buns'}),0.032740213523131674,0.18393492628368074,0.009862735129639044,0.3012422360248447,1.637765279880789,0.0038406663687498514,1.1678797943851325
frozenset({'shopping bags'}),frozenset({'chocolate'}),0.09852567361464158,0.04961870869344179,0.00813421453990849,0.0825593395252838,1.6638752135884554,0.0032454978419984657,1.035904917070928
frozenset({'yogurt'}),frozenset({'chicken'}),0.13950177935943062,0.04290798169801729,0.008337569903406202,0.05976676384839649,1.3929055034336006,0.002351830107810907,1.017930425666915
frozenset({'whipped/sour cream'}),frozenset({'domestic eggs'}),0.07168276563294357,0.06344687341128623,0.0099644128113879,0.13900709219858157,2.1909210765593743,0.00541636545450363,1.087759397438292
frozenset({'fruit/vegetable juice'}),frozenset({'whipped/sour cream'}),0.0722928317234367,0.07168276563294357,0.009049313675648195,0.12517580872011252,1.7462469202302222,0.003867163562275254,1.0611471923391915
frozenset({'other vegetables'}),frozenset({'meat'}),0.1934926283680732,0.025826131164209457,0.0099644128113879,0.051497635312664214,1.9940127688978446,0.004967246811846406,1.027065303265656
frozenset({'root vegetables'}),frozenset({'onions'}),0.10899847483477376,0.031011692933401117,0.00945602440264362,0.0867537313432836,2.79745228774162,0.006075797170858568,1.0610372473701675
frozenset({'root vegetables'}),frozenset({'pastry'}),0.10899847483477376,0.08896797153024912,0.010981189628876462,0.10074626865671643,1.1323880597014926,0.0012838164229357352,1.013097857385449
frozenset({'domestic eggs'}),frozenset({'butter'}),0.06344687341128623,0.05541433655312659,0.009659379766141332,0.15224358974358973,2.7473682662902843,0.0061435133696846975,1.1142182495101116
frozenset({'whole milk'}),frozenset({'salty snack'}),0.25551601423487547,0.03782409761057448,0.011184544992374174,0.04377238360525268,1.1572618084883335,0.0015198823288893049,1.006220575407668
"frozenset({'whole milk', 'sausage'})",frozenset({'yogurt'}),0.0298932384341637,0.13950177935943062,0.008744280630401627,0.2925170068027211,2.0968693599888932,0.004574120678020071,1.2162811387900354
frozenset({'herbs'}),frozenset({'other vegetables'}),0.01626842907981698,0.1934926283680732,0.007727503812913066,0.47500000000000003,2.4548738833420916,0.004579682710839684,1.5362045173941465
frozenset({'other vegetables'}),frozenset({'domestic eggs'}),0.1934926283680732,0.06344687341128623,0.02226741230299949,0.11508145034156594,1.8138238206879822,0.0099909100049133,1.0583495248802388
frozenset({'fruit/vegetable juice'}),frozenset({'other vegetables'}),0.0722928317234367,0.1934926283680732,0.021047280122013217,0.2911392405063291,1.5046528798632406,0.007059150099674626,1.1377514706950396
frozenset({'sausage'}),frozenset({'soda'}),0.09395017793594305,0.17437722419928825,0.024300965937976614,0.25865800865800864,1.483324498630621,0.007918194696477646,1.1136867807881132
frozenset({'sausage'}),frozenset({'citrus fruit'}),0.09395017793594305,0.08276563294356888,0.01128622267412303,0.12012987012987014,1.4514462809917357,0.003510376732093783,1.04246562750325
frozenset({'berries'}),frozenset({'whipped/sour cream'}),0.033248601931875954,0.07168276563294357,0.009049313675648195,0.27217125382262997,3.796885505454703,0.006665961935742496,1.275461074109359
frozenset({'margarine'}),frozenset({'yogurt'}),0.05856634468734113,0.13950177935943062,0.014234875444839857,0.24305555555555555,1.7423115079365077,0.006064766150378034,1.136804988736165
"frozenset({'tropical fruit', 'yogurt'})",frozenset({'rolls/buns'}),0.029283172343670564,0.18393492628368074,0.008744280630401627,0.2986111111111111,1.6234606289539952,0.003358082484016263,1.163498718961881
